Anatomy::UBERON:0002082	AdG	Gene::1106
Anatomy::UBERON:0002185	AdG	Gene::2891
Anatomy::UBERON:0002240	AdG	Gene::2733
Anatomy::UBERON:0000955	AdG	Gene::3270
Anatomy::UBERON:0000996	AdG	Gene::80303
Anatomy::UBERON:0002107	AdG	Gene::126823
Anatomy::UBERON:0000948	AdG	Gene::51523
Anatomy::UBERON:0001295	AdG	Gene::133688
Anatomy::UBERON:0000955	AdG	Gene::57827
Anatomy::UBERON:0000178	AdG	Gene::51761
Anatomy::UBERON:0002046	AdG	Gene::134526
Anatomy::UBERON:0001013	AdG	Gene::284434
Anatomy::UBERON:0002371	AdG	Gene::79630
Anatomy::UBERON:0002369	AdG	Gene::375056
Anatomy::UBERON:0002081	AdG	Gene::3157
Anatomy::UBERON:0001044	AdG	Gene::10455
Anatomy::UBERON:0001896	AdG	Gene::8436
Anatomy::UBERON:0001896	AdG	Gene::5978
Anatomy::UBERON:0002046	AdG	Gene::5889
Anatomy::UBERON:0002369	AdG	Gene::673
Anatomy::UBERON:0001044	AdG	Gene::7532
Anatomy::UBERON:0001295	AdG	Gene::2643
Anatomy::UBERON:0001044	AdG	Gene::2260
Anatomy::UBERON:0001896	AdG	Gene::4016
Anatomy::UBERON:0002082	AdG	Gene::9779
Anatomy::UBERON:0000029	AdG	Gene::402381
Anatomy::UBERON:0002081	AdG	Gene::64788
Anatomy::UBERON:0000473	AdG	Gene::3572
Anatomy::UBERON:0000007	AdG	Gene::10512
Anatomy::UBERON:0000178	AdG	Gene::4924
Anatomy::UBERON:0001893	AdG	Gene::54344
Anatomy::UBERON:0002030	AdG	Gene::9670
Anatomy::UBERON:0002107	AdG	Gene::120114
Anatomy::UBERON:0002107	AdG	Gene::8654
Anatomy::UBERON:0000473	AdG	Gene::4610
Anatomy::UBERON:0000948	AdG	Gene::220963
Anatomy::UBERON:0000955	AdG	Gene::1288
Anatomy::UBERON:0000007	AdG	Gene::867
Anatomy::UBERON:0002369	AdG	Gene::3625
Anatomy::UBERON:0001675	AdG	Gene::26088
Anatomy::UBERON:0001893	AdG	Gene::23471
Anatomy::UBERON:0002082	AdG	Gene::253982
Anatomy::UBERON:0001013	AdG	Gene::64376
Anatomy::UBERON:0002030	AdG	Gene::84064
Anatomy::UBERON:0000948	AdG	Gene::2893
Anatomy::UBERON:0002082	AdG	Gene::1107
Anatomy::UBERON:0001135	AdG	Gene::84525
Anatomy::UBERON:0002046	AdG	Gene::64098
Anatomy::UBERON:0000473	AdG	Gene::23508
Anatomy::UBERON:0001675	AdG	Gene::79977
Anatomy::UBERON:0000948	AdG	Gene::256309
Anatomy::UBERON:0001891	AdG	Gene::11117
Anatomy::UBERON:0001235	AdG	Gene::3306
Anatomy::UBERON:0002037	AdG	Gene::647286
Anatomy::UBERON:0002369	AdG	Gene::54961
Anatomy::UBERON:0000997	AdG	Gene::427
Anatomy::UBERON:0000996	AdG	Gene::11113
Anatomy::UBERON:0001296	AdG	Gene::6456
Anatomy::UBERON:0002371	AdG	Gene::1845
Anatomy::UBERON:0000948	AdG	Gene::6432
Anatomy::UBERON:0000948	AdG	Gene::51246
Anatomy::UBERON:0002240	AdG	Gene::27335
Anatomy::UBERON:0002369	AdG	Gene::57448
Anatomy::UBERON:0000178	AdG	Gene::9500
Anatomy::UBERON:0002185	AdG	Gene::9892
Anatomy::UBERON:0000992	AdG	Gene::2712
Anatomy::UBERON:0002185	AdG	Gene::92737
Anatomy::UBERON:0000178	AdG	Gene::4697
Anatomy::UBERON:0000948	AdG	Gene::8820
Anatomy::UBERON:0000002	AdG	Gene::127540
Anatomy::UBERON:0000955	AdG	Gene::131368
Anatomy::UBERON:0000002	AdG	Gene::53373
Anatomy::UBERON:0002369	AdG	Gene::2595
Anatomy::UBERON:0001896	AdG	Gene::9277
Anatomy::UBERON:0000996	AdG	Gene::55693
Anatomy::UBERON:0001891	AdG	Gene::55510
Anatomy::UBERON:0000955	AdG	Gene::90102
Anatomy::UBERON:0002048	AdG	Gene::23467
Anatomy::UBERON:0002048	AdG	Gene::404552
Anatomy::UBERON:0000178	AdG	Gene::115677
Anatomy::UBERON:0000997	AdG	Gene::8086
Anatomy::UBERON:0001044	AdG	Gene::54538
Anatomy::UBERON:0002107	AdG	Gene::146556
Anatomy::UBERON:0001296	AdG	Gene::140691
Anatomy::UBERON:0002369	AdG	Gene::6322
Anatomy::UBERON:0001295	AdG	Gene::231
Anatomy::UBERON:0003126	AdG	Gene::51390
Anatomy::UBERON:0001896	AdG	Gene::30001
Anatomy::UBERON:0001891	AdG	Gene::11099
Anatomy::UBERON:0002371	AdG	Gene::11228
Anatomy::UBERON:0000948	AdG	Gene::554235
Anatomy::UBERON:0000473	AdG	Gene::23196
Anatomy::UBERON:0000178	AdG	Gene::7203
Anatomy::UBERON:0000948	AdG	Gene::26231
Anatomy::UBERON:0001891	AdG	Gene::4084
Anatomy::UBERON:0001896	AdG	Gene::92421
Anatomy::UBERON:0001891	AdG	Gene::5450
Anatomy::UBERON:0002082	AdG	Gene::55374
Anatomy::UBERON:0000992	AdG	Gene::54847
Anatomy::UBERON:0002185	AdG	Gene::2066
Anatomy::UBERON:0000178	AdG	Gene::5207
Anatomy::UBERON:0002371	AdG	Gene::10611
Anatomy::UBERON:0002185	AdG	Gene::26052
Anatomy::UBERON:0000948	AdG	Gene::27128
Anatomy::UBERON:0000007	AdG	Gene::56000
Anatomy::UBERON:0001896	AdG	Gene::1178
Anatomy::UBERON:0002082	AdG	Gene::56850
Anatomy::UBERON:0001295	AdG	Gene::2145
Anatomy::UBERON:0002037	AdG	Gene::287015
Anatomy::UBERON:0000948	AdG	Gene::8464
Anatomy::UBERON:0000007	AdG	Gene::4908
Anatomy::UBERON:0000007	AdG	Gene::353497
Anatomy::UBERON:0002037	AdG	Gene::54918
Anatomy::UBERON:0001296	AdG	Gene::140836
Anatomy::UBERON:0001013	AdG	Gene::146713
Anatomy::UBERON:0000057	AdG	Gene::245812
